,Name,Rating,Review Count,Price,Address
248,Eatz Vietnamese Restaurant,4.5,167,$$,"2244 Frankfort Ave, Louisville, KY 40206"
249,El Mundo,4.0,380,$$,"2345 Frankfort Ave, Louisville, KY 40206"
250,Los Aztecas Mexican Restaurant ,4.0,58,$$,"445 E Market St, Ste 110, Louisville, KY 40202"
251,Torino's Sandwich Bar,4.0,39,$$,"821 E Market St, Ste 101, Louisville, KY 40206"
252,The Café,4.0,503,$$,"731 Brent St, Ste 102, Louisville, KY 40204"
253,8UP Elevated Drinkery & Kitchen,3.0,474,$$,"350 W Chestnut St, Louisville, KY 40202"
254,Papucho's,5.0,3,,"246 Spring St, G, Jeffersonville, IN 47130"
255,Ovrdrive,4.5,42,,"112 W Jefferson St, Louisville, KY 40202"
256,Hi-Five Doughnuts,4.5,273,$,"1011 E Main St, Louisville, KY 40206"
257,Guy Fieri's Flavortown Kitchen,5.0,1,,"Louisville, KY 40220"
258,Seviche A Latin Restaurant,4.5,336,$$$,"1538 Bardstown Rd, Louisville, KY 40205"
259,Metro Diner,4.0,366,$$,"4901 Outer Lp, Ste 100, Louisville, KY 40219"
260,Geraldines Kitchen,4.0,100,$,"402 Wall St, Jeffersonville, IN 47130"
261,Scene at The Center,3.5,21,$$,"501 West Main St, Louisville, KY 40202"
262,Wiltshire Pantry Bakery and Café - Downtown,4.5,16,,"605 W Main St, Louisville, KY 40202"
263,Pat's Steak House,3.0,163,$$$,"2437 Brownsboro Rd, Louisville, KY 40206"
264,Bistro 634,4.5,6,$$,"234 E Gray St, Ste 162, Louisville, KY 40202"
265,Bae's Baekery,5.0,37,,"1804 Frankfort Ave, Louisville, KY 40206"
266,Chili's,3.0,54,$$,"3007 Poplar Level Rd, Louisville, KY 40217"
267,Kern's Korner,4.5,41,$,"2600 Bardstown Rd, Louisville, KY 40205"
268,Lucretia's Kitchen,4.0,43,$$,"1812 W Muhammad Ali Blvd, Louisville, KY 40203"
269,Jaggers,4.0,143,$,"6464 Dutchmans Pkwy, Louisville, KY 40205"
270,The Yellow Cactus,3.0,8,,"2350 Frankfort Ave, Louisville, KY 40206"
271,Bourbon Bent  BBQ,4.5,13,$,"Louisville, KY 40206"
272,Boomtown Kitchen,4.0,74,$$,"114 E Main St, New Albany, IN 47150"
273,Elk Run Grill,4.5,2,,"1820 Charlestown Pike, Jeffersonville, IN 47130"
274,Koreana Restaurant III,4.0,159,$$,"5009 Preston Hwy, Louisville, KY 40213"
275,Longshot Lobsta,4.0,42,$$,"Louisville, KY 40202"
276,Ada’s Kitchen,4.5,21,$,"214 W Broadway, Louisville, KY 40202"
277,MozzaPi,3.5,11,,"1020 E Washington St, Louisville, KY 40206"
278,Wologisi Restaurant,4.5,23,,"3707 Klondike Ln, Louisville, KY 40218"
279,Wagner's Pharmacy,3.5,176,$,"3113 S 4th St, Louisville, KY 40214"
280,Aladdin's,4.5,136,$,"37 Bank St, Ste 2, New Albany, IN 47150"
281,The House of Tortilla and snacks,5.0,1,,"5211 Preston Hwy, Louisville, KY 40213"
282,La Guanaquita,4.5,44,$,"4231 Taylor Blvd, Louisville, KY 40215"
283,Shiraz Mediterranean Grill,4.0,159,$$,"3501 Poplar Level Rd, Louisville, KY 40213"
284,Deapster 502,4.5,2,,"1001 Logan St, Louisville, KY 40204"
285,Daisy's Breakfast Tacos,5.0,4,,"1ST And Main St, Louisville, KY 40202"
286,Louisville Thoroughbred Society,5.0,4,,"209 E Main St, Ste 200, Louisville, KY 40202"
287,Cuban Restaurant And Bakery,5.0,10,,"5614 Preston Hwy, Louisville, KY 40219"
288,Glow Worm Play Cafe,5.0,11,,"962 Barret Ave, Louisville, KY 40204"
289,Garrison World Famous Southern BBQ,3.5,5,,"1125 Bardstown Rd, Louisville, KY 40204"
290,Cuban Food,5.0,12,,"5614 Preston Hwy, Louisville, KY 40213"
291,Double Dragon,4.0,93,$,"1255 Goss Ave, Louisville, KY 40217"
292,Sicilian Pizza & Pasta,3.5,285,$$,"627 S 4th St, Louisville, KY 40202"
293,Walker's Exchange,3.0,79,$$,"140 N 4th St, Fl 2, The Galt House Hotel, Louisville, KY 40202"
294,Sam's Seafood & Grill,4.5,7,,"4918 Poplar Level Rd, Louisville, KY 40219"
295,Common Table,5.0,1,,"2234 W Market St, Louisville, KY 40212"
296,Franco's Restaurant and Catering,4.0,70,$$,"3300 Dixie Hwy, Louisville, KY 40216"
297,I Love Tacos,4.0,85,$,"1534 Bardstown Rd, Louisville, KY 40205"
298,Goodfellas Pizzeria - Baxter Ave.,4.0,88,,"642 Baxter Ave, Unit 102, Louisville, KY 40204"
299,Panera Bread,3.5,56,$$,"3131 Poplar Level Rd, Louisville, KY 40213"
300,211 Clover Lane,4.0,56,$$$$,"211 Clover Ln, Louisville, KY 40207"
301,Afrokanza Lounge,1.0,1,,"1578 Bardstown Rd, Louisville, KY 40205"
302,Highland Morning,4.0,495,$$,"1416 Bardstown Rd, Louisville, KY 40204"
303,Bellissimo restaurant,4.5,3,,"2217 Steier Ln, Louisville, KY 40218"
304,Kem's Restaurant,3.0,1,,"447 Farmington Ave, Louisville, KY 40208"
305,Bistro Le Relais,4.0,98,$$$,"2817 Taylorsville Rd, Louisville, KY 40205"
306,Derby Cafe,3.5,35,$$,"704 Central Ave, Kentucky Derby Museum, Louisville, KY 40208"
307,Sanag,4.5,3,,"5312 S 3rd St, Louisville, KY 40214"
308,Big Hopp's Southern Eatery,4.5,7,,"2913 Dixie Hwy, Shively, KY 40216"
309,Vincenzo's,3.5,287,$$$,"150 S 5th St, Louisville, KY 40202"
310,Varanese,4.0,276,$$$,"2106 Frankfort Ave, Louisville, KY 40206"
311,Blue Dog Bakery & Cafe,4.5,324,$$,"2868 Frankfort Ave, Louisville, KY 40206"
312,"Momma's Mustard, Pickles & BBQ",4.5,843,$$,"102 Bauer Ave, Louisville, KY 40207"
313,Pho Cafe,4.5,202,$$,"1704 Bardstown Rd, Louisville, KY 40205"
314,El Taco Loco,5.0,54,$,"5622 Preston Hwy, Louisville, KY 40219"
315,Jimmy's On the River,0.0,0,,"101 E Riverside Dr, Jeffersonville, IN 47130"
316,Corner Flavors of Kentucky,3.5,67,$$,"102 W Main St, Louisville, KY 40202"
317,The Back Door,4.0,247,$$,"1250 Bardstown Rd, Louisville, KY 40204"
318,Porcini,4.0,181,$$$,"2730 Frankfort Ave, Louisville, KY 40206"
319,The Old Spaghetti Factory,3.0,447,$$,"235 W Market St, Louisville, KY 40202"
320,Kathmandu Kitchen & Bar,4.5,191,$$,"3825 Bardstown Rd, Ste 108, Louisville, KY 40218"
321,Noosh Nosh,4.0,200,$$,"4816 Brownsboro Ctr, Louisville, KY 40207"
322,Wacky Willy's,3.5,4,$,"4220 Bardstown Rd, Louisville, KY 40218"
323,Jersey Mike's Subs,4.0,14,,"3013 Poplar Level Rd, Louisville, KY 40217"
324,Wacky Nachos,5.0,2,,"2602 Charlestown Rd, New Albany, IN 47150"
325,Chinese Chef,4.5,18,$,"2619 S 4th St, Louisville, KY 40208"
326,Sam's Gyros,4.5,76,$,"3123 S 2nd St, Louisville, KY 40208"
327,Soul Food Dining,4.0,5,,"4900 Poplar Level Rd, Louisville, KY 40219"
328,China One,4.0,107,$,"816 Eastern Pkwy, Louisville, KY 40217"
329,Bunz Burgerz,4.0,222,$,"712 Brent St, Louisville, KY 40204"
330,Back Deck BBQ,4.5,89,$$,"801 W Kenwood Dr, Louisville, KY 40214"
331,Mi Sueño Cuban Express,4.5,93,$,"3425 Bardstown Rd, Louisville, KY 40218"
332,Kingfish,2.5,163,$$,"601 W Riverside Dr, Jeffersonville, IN 47130"
333,The English Grill,4.5,89,$$$,"335 W Broadway, The Brown Hotel, Louisville, KY 40202"
334,The Ville Grill,4.5,8,$,"300 W Brandeis Ave, Louisville, KY 40292"
335,Tinos Taste of Heaven,0.0,0,,"1800 W Muhammad Ali Blvd, Ste A, Louisville, KY 40203"
336,Made by Mae,5.0,2,,"325 W Cardinal Blvd, Louisville, KY 40208"
337,Kayrouz Cafe,4.5,73,$$,"3801 Willis Ave, Louisville, KY 40207"
338,Carali's Rotisserie Chicken,4.5,41,$$,"642 Baxter Ave, Ste 102-B, Louisville, KY 40204"
339,Con Huevos,4.5,801,$$,"2339 Frankfort Ave, Louisville, KY 40206"
340,Carali's Rotisserie Chicken,4.5,23,,"5439 New Cut Rd, Louisville, KY 40214"
341,Roof Top Grill,3.5,29,$,"414 W Oak St, Louisville, KY 40203"
342,All Thai'd Up,4.0,46,$$,"211 South 5th St, Louisville, KY 40202"
343,Bahn Thai and M,3.5,10,,"2226 Holiday Manor Ctr, Ste 8, Louisville, KY 40222"
344,Summa Dis Summa Dat And More,4.0,2,,"2536 W Jefferson St, Louisville, KY 40212"
345,John O'bryan's Tavern,4.0,27,$,"4123 Flintlock Dr, Louisville, KY 40216"
346,The Indignant Platypus,5.0,2,,"619 Baxter Ave, Louisville, KY 40204"
347,Roof Top Grill,3.5,35,$,"708 Louis Coleman Jr Dr, Louisville, KY 40211"
348,Sweet Peaches,4.5,16,$,"1800 W Muhammed Ali Blvd, Louisville, KY 40203"
349,Floyd County Brewing Company,4.0,221,$$,"129 W Main St, New Albany, IN 47150"
350,Boombozz Taphouse,4.0,198,$$,"1448 Bardstown Rd, Louisville, KY 40204"
351,Potder’s Ping Pong Emporium,5.0,6,,"1127 Logan St, Louisville, KY 40204"
352,Turf Club,4.0,2,$$$,"3123-3199 S 9th St, Louisville, KY 40214"
353,Mesh Louisville,4.0,378,$$,"3608 Brownsboro Rd, Louisville, KY 40207"
354,Magic Dinner & Bourbon,5.0,1,,"Louisville, KY 40204"
355,J. Graham's Cafe,4.0,217,$$,"335 W Broadway, Louisville, KY 40202"
356,Black Jockey’s Lounge,3.5,49,$$,"630 S 4th St, Louisville, KY 40202"
357,Cravings Ala Carte,4.0,22,$,"101 S 5th St, Ste Ll100, National City Tower, Louisville, KY 40202"
358,Hilltop Tavern,4.0,180,$,"1800 Frankfort Ave, Louisville, KY 40206"
359,MrBeast Burger,2.0,20,,"Louisville, KY 40222"
360,Simply Thai,4.0,488,$$,"323 Wallace Ave, Louisville, KY 40207"
361,Recbar 812,4.0,63,$$,"336 Pearl St, New Albany, IN 47150"
362,Parlour - New Albany,4.0,35,,"225 State St, New Albany, IN 47150"
363,Gordon Biersch Brewery Restaurant,3.0,463,$$,"400 S 4th St, Louisville, KY 40202"
364,Mellwood Tavern,4.0,28,$,"1801 Brownsboro Rd, Louisville, KY 40206"
365,Manhattan Deli,3.5,2,$,"200 S 7th St, Ste 170, Louisville, KY 40202"
366,Currito,4.5,40,,"6460 Dutchmans Pkwy, Louisville, KY 40205"
367,Oishii Sushi,4.0,320,$$,"2810 Taylorsville Rd, Louisville, KY 40205"
368,Founders' Cafe,4.5,8,$,"2825 Lexington Rd, Louisville, KY 40280"
369,Riverside Lounge and Cafe,5.0,1,,"700 W Riverside Dr, Jeffersonville, IN 47130"
370,Falafel Oasis,4.0,46,,"226 W Broadway, Louisville, KY 40202"
371,Bigg AL'S Smoked Bar B Q & Catering,0.0,0,,"Louisville, KY 40211"
372,Drake's Hurstbourne,3.5,70,$$,"2651 S Hurstbourne Pkwy, Louisville, KY 40220"
373,Burger Girl Diner,3.5,169,$$,"3344 Frankfort Ave, Louisville, KY 40206"
374,Taco Choza,4.5,330,,"3922 Westport Rd, Louisville, KY 40207"
375,Morton's The Steakhouse,3.5,164,$$$$,"626 W Main, Louisville, KY 40202"
376,Lady Tron's,4.5,68,$,"147 E Market St, New Albany, IN 47150"
377,Pasha's Mediterranean Cafe,4.0,47,$,"3904 Bardstown Rd, Louisville, KY 40218"
378,Mt Fuji,4.0,147,$$,"309 Cardinal Blvd, Louisville, KY 40208"
379,August Moon Chinese Bistro,3.5,142,$$,"2269 Lexington Rd, Louisville, KY 40206"
380,Agave & Rye - New Albany,4.0,141,$$,"324 E Main St, New Albany, IN 47150"
381,Con Huevos Craves,3.5,32,,"210 W Liberty St, Louisville, KY 40202"
382,Get It On A Bun At Booty’s,4.5,30,,"822 State St, New Albany, IN 47150"
383,Asian Wok,4.0,91,$,"2235 Frankfort Ave, Louisville, KY 40206"
384,Tuscany Italian Restaurant,3.5,124,$$,"165 Outer Lp, Ste 118-119, Louisville, KY 40214"
385,Chicago Steak And Lemonade,4.0,26,,"9015 Galene Dr, Louisville, KY 40299"
386,Tim Page's Corner Store,4.5,16,,"2922 Taylor Blvd, Louisville, KY 40208"
387,Wing Zone,3.5,12,,"3505 Poplar Level Rd, Louisville, KY 40213"
388,Southern Hospitality Bar And Grill,5.0,4,,"3402 W Broadway, Louisville, KY 40211"
389,WW Cousins,4.0,14,,"4913 Dixie Hwy, Louisville, KY 40216"
390,Shiraz Mediterranean Grill,4.0,106,$$,"1565 Bardstown Rd, Louisville, KY 40205"
391,The Granville Pub,3.5,101,$,"1601 S 3rd St, Louisville, KY 40208"
392,V-Grits,4.5,277,$$,"1001 Logan St, Ste 123, Louisville, KY 40204"
393,Stevens Deli,4.0,126,$,"1114 Bardstown Rd, Louisville, KY 40204"
394,Bristol Bar & Grille,3.5,176,$$,"614 W Main St, Louisville, KY 40202"
395,Bella Roma,4.0,110,$$,"134 E Market St, New Albany, IN 47150"
396,Taco Luchador,4.0,86,,"5205 New Cut Rd, Louisville, KY 40214"
397,Cold Smoke Bagels,4.5,45,$,"1001 Logan St, Logan Street Market, Louisville, KY 40204"
398,Lonnie's Best Taste of Chicago,4.5,182,$,"121 Saint Matthews Ave, Louisville, KY 40207"
399,Finnegan’s Playhouse,0.0,0,,"601 W Broadway, Louisville, KY 40202"
400,Muscle Monkey Grill,0.0,0,,"987 Barret Ave, Louisville, KY 40204"
401,Banadir Restaurant,5.0,5,,"5600 S 3rd St, Louisville, KY 40214"
402,Bunz Burgerz,4.5,7,,"712 Brent St, The Village Market, Louisville, KY 40204"
403,Roosters,3.5,81,$$,"4420 Dixie Hwy, Ste 101, Louisville, KY 40216"
404,Pier 17 Seafood Dixie,3.5,12,,"5362 Dixie Hwy, Louisville, KY 40216"
405,Virtue,4.0,17,,"1971 Brownsboro Rd, Louisville, KY 40206"
406,The Bard's Town,4.0,74,$$,"1801 Bardstown Rd, Louisville, KY 40205"
407,Funmi's Cafe,4.0,90,$$,"3028 Bardstown Rd, Louisville, KY 40205"
408,Roosters,3.5,104,$$,"7405 Preston Hwy, Louisville, KY 40219"
409,Somewhere Restaurant and Bar,3.5,43,$$,"1135 Bardstown Rd, Louisville, KY 40204"
410,Ramiro's Cantina Express,4.0,56,$$,"253 Spring St, Jeffersonville, IN 47130"
411,Chicago Steak & Lemonade,3.5,11,$,"4501 Cane Run Rd, Louisville, KY 40216"
412,Bristol Bar & Grille,3.5,209,$$,"1321 Bardstown Rd, Louisville, KY 40204"
413,Biscuit Belly -  St  Matthews,4.0,179,$$,"3723 Lexington Rd, Louisville, KY 40207"
414,Mac's @ Milewide,4.0,20,,"636 Barret Ave, Louisville, KY 40204"
415,Roots,4.5,181,$$,"1216 Bardstown Rd, Louisville, KY 40204"
416,La Catrina Mexican Kitchen,4.0,143,$$,"202 E Elm St, New Albany, IN 47150"
417,Bodega Mi Sueno,4.0,29,$,"3646 Mall Rd, Louisville, KY 40218"
418,Please & Thank You - Mark,4.5,538,$,"800 E Market St, Louisville, KY 40206"
419,First Watch,4.0,99,$$,"2225 Taylorsville Rd, Louisville, KY 40205"
420,The Irish Rover,4.0,357,$$,"2319 Frankfort Ave, Louisville, KY 40206"
421,Bean,4.0,92,$,"1138 Goss Ave, Louisville, KY 40217"
422,Highlands Tap Room Grill,4.0,156,$$,"1058 Bardstown Rd, Louisville, KY 40204"
423,Joella's Hot Chicken - St Matthews,4.0,572,$$,"3400 Frankfort Ave, Louisville, KY 40207"
424,Cluckers,3.5,134,$$,"100 W Riverside Dr, Jeffersonville, IN 47130"
425,Heart & Soy,4.5,233,$$,"1216 Bardstown Rd, Louisville, KY 40204"
426,Little Greek,4.0,281,$,"4600 Shelbyville Rd, Ste 402, Louisville, KY 40207"
427,Payne Street Bake House,4.0,128,$,"225 S Spring St, Louisville, KY 40206"
428,Cheddar's Scratch Kitchen,3.0,163,$$,"3521 Outer Lp, Louisville, KY 40219"
429,Daddy Rich's,4.0,38,$,"617 W Oak St, Louisville, KY 40203"
430,Sleepy Rooster Morning Kitchen,4.0,50,$$,"2204 State St, New Albany, IN 47150"
431,Impellizzeri's Pizza,4.0,208,$$,"1381 Bardstown Rd, Louisville, KY 40204"
432,Queen of Sheba,4.5,284,$$,"2804 Taylorsville Rd, Louisville, KY 40257"
433,Big Ben's D & M BBQ,4.5,62,$,"600 Quartermaster Ct, The Depot, Jeffersonville, IN 47130"
434,Ollie's Trolley,4.0,111,$,"978 S 3rd St, Louisville, KY 40203"
435,Southern Express Soul Food,4.0,37,$,"418 W Oak St, Louisville, KY 40203"
436,Week-end Burgers,4.0,29,,"5600 National Turnpike, Louisville, KY 40214"
437,Namnam Cafe,4.0,269,$$,"318 Wallace Ave, St. Matthews, KY 40207"
438,Anoosh Bistro,4.5,128,$$$,"4864 Brownsboro Ctr, Windy Hills, KY 40207"
439,American Smokehouse Stadium,3.5,132,$$,"1000 Auction Ln, Jeffersonville, IN 47130"
440,Oriental Star,4.0,25,$,"4212 Bishop Ln, Louisville, KY 40218"
441,Mark's Feed Store,4.0,420,$$,"1514 Bardstown Rd, Louisville, KY 40205"
442,Green District Salads - Highlands,4.5,59,$$,"1449 Bardstown Rd, Louisville, KY 40204"
443,Bellissimo,4.5,8,,"Louisville, KY 40218"
444,Vinaigrette Salad Kitchen,4.0,5,,"3012 Bardstown Rd, Louisville, KY 40205"
445,Ramble,3.5,11,,"712 Brent St, Louisville, KY 40204"
446,Patrick O’Shea’s,4.0,252,$$,"123 W Main St, Louisville, KY 40202"
447,DiFabio's Casapela,4.0,180,$$,"2311 Frankfort Ave, Louisville, KY 40206"
448,Chez Seneba African Restaurant,4.0,16,$$,"5019 Poplar Level Rd, Louisville, KY 40219"
449,Napa River Grill,4.0,205,$$,"1211 Herr Ln, Louisville, KY 40222"
450,MaShallah African Restaurant,4.5,30,$$,"4109 Bardstown Rd, Ste 104, Louisville, KY 40218"
451,El Nopal,3.5,41,$$,"6521 Paramount Park Dr, Louisville, KY 40213"
452,Las Margaritas,4.0,41,,"307 Central Ave, Louisville, KY 40208"
453,Storming Crab,3.5,52,,"4809 Outer Lp, Louisville, KY 40219"
454,Danny Mac's Pizza,4.5,174,$$,"1860 Mellwood Ave, Louisville, KY 40206"
455,El Nopal,3.0,78,$$,"811 Eastern Pkwy, Louisville, KY 40217"
456,El Molcajete,4.0,50,$,"8106 Preston Hwy, Louisville, KY 40219"
457,Fry Daddy’s,3.5,26,,"1991 Brownsboro Rd, Louisville, KY 40206"
458,Eat A Pita,4.0,224,$$,"2286 Bardstown Rd, Louisville, KY 40205"
459,Alfurat,4.0,7,$,"7319 St Andrews Church Rd, Louisville, KY 40214"
460,Griyo Caribbean Restaurant,1.0,3,,"519 W Oak St, Louisville, KY 40203"
461,Old Louisville Coffee Co-op,4.5,18,,"316 W Ormsby Ave, Louisville, KY 40203"
462,Cadillac’s Chicken and Fish,4.0,44,,"7105 Fegenbush Ln, Louisville Ky, KY 40228"
463,Ricky B's Club Cafe,5.0,10,,"2901 Brownsboro Rd, Louisville, KY 40206"
464,Shady Lane Cafe,4.5,136,$,"4806 Brownsboro Rd, Louisville, KY 40207"
465,Hibachi Buffet,4.0,77,$$,"5372 Dixie Hwy, Louisville, KY 40216"
466,Town A Neighborhood Pub,4.0,4,,"415 Spring St, Jeffersonville, IN 47130"
467,Huge Impact,4.0,20,,"566 S 5th St, Louisville, KY 40202"
468,Barret Bar,4.0,69,$,"1012 Barret Ave, Louisville, KY 40204"
469,Wiltshire Bakery & Cafe,4.5,135,$,"901 Barrett Ave, Louisville, KY 40204"
470,Vic's Cafe,4.5,25,$,"1839 E Market St, New Albany, IN 47150"
471,Joe's Older Than Dirt,3.5,129,$$,"8131 New La Grange Rd, Louisville, KY 40222"
472,Baxter's 942 Bar & Grill,3.5,105,$$,"942 Baxter Ave, Louisville, KY 40204"
473,Joely's Restaurant & Bar,5.0,5,,"1999 Brownsboro Rd, Louisville, KY 40206"
474,Outback Steakhouse,2.5,110,$$,"6520 Signature Dr, Louisville, KY 40213"
475,Israel's Delicias De Mexico Gourmet,4.0,125,$$,"604 E Spring St, New Albany, IN 47150"
476,QDOBA Mexican Eats,2.5,54,$,"3021 Poplar Level Rd, Louisville, KY 40213"
477,Twig And Leaf,3.5,129,$,"2122 Bardstown Rd, Louisville, KY 40205"
478,Taco City - Hikes Point,4.5,30,,"3085 Breckenridge Ln, Louisville, KY 40220"
479,bare paws,5.0,1,,"1101 Lydia St, Louisville, KY 40217"
480,Abyssinia Authentic Ethiopian Cuisine Restaurant & Bar,4.5,168,$$,"554 S 5th St, Louisville, KY 40203"
481,Sue's Touch Of Country,4.0,14,,"2605 Rockford Ln, Louisville, KY 40216"
482,Santa Fe Grill,4.0,119,$,"3000 S 3rd St, Louisville, KY 40208"
483,Mojito Tapas Restaurant,4.5,409,$$,"2231 Holiday Manor Ctr, Louisville, KY 40222"
484,Bourbons Bistro,4.5,285,$$$,"2255 Frankfort Ave, Louisville, KY 40206"
485,Lemongrass Cafe and Market,4.0,88,$,"2956 Richland Ave, Louisville, KY 40220"
486,Pizza Bar Louisville,3.0,92,,"445 S 4th St, Louisville, KY 40202"
487,River Road BBQ,4.0,165,$$,"3017 River Rd, Louisville, KY 40207"
488,La Rosita,4.5,27,$,"5059 Preston Hwy, Louisville, KY 40213"
489,Taquero Mucho,4.5,18,,"5700 Outer Lp, Louisville, KY 40219"
490,Inkredible's,5.0,1,,"1506 Dixie Hwy, Louisville, KY 40210"
491,Bambi Bar,4.5,72,$,"2701 Bardstown Rd, Louisville, KY 40205"
492,Wild Eggs,4.5,644,$$,"3985 Dutchmans Ln, Louisville, KY 40207"
493,Ditto's Grill,3.5,218,$$,"1114 Bardstown Rd, Louisville, KY 40204"
494,Caffe Classico,4.0,129,$$,"2144 Frankfort Ave, Louisville, KY 40206"
495,Jay's Burgers,5.0,17,,"1241 East Oak, Louisville, KY 40204"
496,Bud's Tavern,4.0,46,$$,"4014 Dixie Hwy, Louisville, KY 40216"
497,Kashmir,3.5,259,$$,"1277 Bardstown Rd, Louisville, KY 40204"
498,Molly Malone's Irish Pub & Restaurant,3.5,160,$$,"933 Baxter Ave, Louisville, KY 40204"
